Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.88541603088379,0.6545454545454545,,,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.88541603088379,0.6545454545454545,,,,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,17.885416320750586,0.6545454545454545,,,,,,,,,,,,,,,540000,360000
00:45:00.000Z,01:00:00.000Z,17.885416813900598,0.6545454545454545,,,,,,,,,,,,,,,120000,780000
01:00:00.000Z,01:15:00.000Z,17.88541603088379,0.6545454545454545,,,,,,,,,,,,,,,480000,420000
01:15:00.000Z,01:30:00.000Z,17.88541603088379,0.6545454545454545,,,,,,,,,,,,,,,120000,780000
01:30:00.000Z,01:45:00.000Z,17.88541603088379,0.6545454545454545,,,,,7.272727089002728E-4,7.272727089002728E-4,7.272727089002728E-4,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.88541603088379,0.6545454545454545,,,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.88541603088379,0.6545454545454545,,,,,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,17.885416126251222,0.6545454545454545,,,,,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.88541587193807,0.6545454545454545,,,,,,,,0,,,,300000,,,600000,
02:45:00.000Z,03:00:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
03:00:00.000Z,03:15:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
03:15:00.000Z,03:30:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
03:30:00.000Z,03:45:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
03:45:00.000Z,04:00:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
04:00:00.000Z,04:15:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
04:15:00.000Z,04:30:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
04:30:00.000Z,04:45:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
04:45:00.000Z,05:00:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
05:00:00.000Z,05:15:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
05:15:00.000Z,05:30:00.000Z,17.885414123535156,0.6545454545454545,,,,,,,,1,,,,900000,,,,
05:30:00.000Z,05:45:00.000Z,17.885414401690163,0.6545454545454545,,,,,,,,1,,,,900000,,,,
05:45:00.000Z,06:00:00.000Z,17.885414958000183,0.6545454545454545,0.2947967,32.6082513,0.2947967,32.6082513,,,,1,,,,900000,,,,
06:00:00.000Z,06:15:00.000Z,29.888332525889076,28.146666666666665,0.2969721,32.6093259,0.2969721,32.6093259,,,,41,,,,720000,180000,,,
06:15:00.000Z,06:30:00.000Z,77.90000279744467,138.33333333333334,,,,,0.1537037044763565,0.1537037044763565,0.1537037044763565,201,,,,,900000,,,
06:30:00.000Z,06:45:00.000Z,37.890275955200195,203.75,,,,,0.01666666567325592,0.01666666567325592,0.01666666567325592,278,,,,600000,300000,,,
06:45:00.000Z,07:00:00.000Z,77.89999580383301,587.25,0.3192167,32.592305,0.3192167,32.592305,0.6524999737739563,0.6524999737739563,0.6524999737739563,794,,,,,900000,,,
07:00:00.000Z,07:15:00.000Z,17.88541603088379,16.650205761316872,0.327477,32.5969758,0.327477,32.5969758,,,,24,,,,900000,,,,
07:15:00.000Z,07:30:00.000Z,17.88541603088379,17.839506172839506,,,,,,,,26,,,,900000,,,,
07:30:00.000Z,07:45:00.000Z,17.88541603088379,17.839506172839506,,,,,,,,26,,,,900000,,,,
07:45:00.000Z,08:00:00.000Z,17.88541603088379,17.839506172839506,,,,,,,,26,,,,900000,,,,
08:00:00.000Z,08:15:00.000Z,17.88541603088379,17.839506172839506,0.3274867,32.5969803,0.3274867,32.5969803,,,,26,,,,900000,,,,
08:15:00.000Z,08:30:00.000Z,17.88541603088379,17.839506172839506,,,,,,,,26,,,,900000,,,,
08:30:00.000Z,08:45:00.000Z,17.88541603088379,17.839506172839506,,,,,,,,26,,,,900000,,,,
08:45:00.000Z,09:00:00.000Z,17.88541603088379,17.839506172839506,,,,,,,,26,,,,900000,,,,
09:00:00.000Z,09:15:00.000Z,17.88541603088379,17.839506172839506,,,,,0.01982167176902294,0.01982167176902294,0.01982167176902294,26,,,,900000,,,,
09:15:00.000Z,09:30:00.000Z,17.88541603088379,17.839506172839506,0.3274775,32.5969756,0.3274775,32.5969756,,,,26,,,,900000,,,,
