Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000Z,00:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
00:15:00.000Z,00:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
00:30:00.000Z,00:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
00:45:00.000Z,01:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
01:00:00.000Z,01:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
01:15:00.000Z,01:30:00.000Z,17.88541603088379,,,,,,,,,42,,,,900000,,
01:30:00.000Z,01:45:00.000Z,17.88541603088379,,,,,,,,,141,,,,900000,,
01:45:00.000Z,02:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
02:00:00.000Z,02:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
02:15:00.000Z,02:30:00.000Z,17.885416154629134,,,,,,,,,,,,,900000,,
02:30:00.000Z,02:45:00.000Z,17.885416306670763,,,,,,,,,21,,,,745868,,
02:45:00.000Z,03:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
03:00:00.000Z,03:15:00.000Z,17.88541603088379,,,,,,,,,19,,,,900000,,
03:15:00.000Z,03:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
03:30:00.000Z,03:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
03:45:00.000Z,04:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:15:00.000Z,04:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:30:00.000Z,04:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:45:00.000Z,05:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
05:00:00.000Z,05:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
05:15:00.000Z,05:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
05:30:00.000Z,05:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
05:45:00.000Z,06:00:00.000Z,17.88541603088379,,,,,,,,,183,,,,900000,,
06:00:00.000Z,06:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
06:15:00.000Z,06:30:00.000Z,17.88541603088379,,,,,,,,,1,,,,900000,,
06:30:00.000Z,06:45:00.000Z,17.88541584775491,,,,,,,,,,,,,900000,,
06:45:00.000Z,07:00:00.000Z,17.885415741765897,,,,,,,,,9,,,,900000,,
07:00:00.000Z,07:15:00.000Z,17.885415739579283,,,,,,,,,,,,,892018,,
07:15:00.000Z,07:30:00.000Z,17.885415701486153,,,,,,,,,,,,,346563,,
07:30:00.000Z,07:45:00.000Z,17.885416553500832,,,,,,,,,6,,,,478409,,
07:45:00.000Z,08:00:00.000Z,17.885415961509295,,0.3274984,32.5970034,0.3274984,32.5970034,,,,153,,,,767058,,
08:00:00.000Z,08:15:00.000Z,17.885415405993395,,,,,,,,,39,,,,754998,,
08:15:00.000Z,08:30:00.000Z,17.88541732859152,,0.3274033,32.597002,0.3274033,32.597002,,,,,,,,,,
08:30:00.000Z,08:45:00.000Z,17.885416943264605,,0.3274909,32.5970046,0.3274909,32.5970046,,,,18,,,,267236,,
08:45:00.000Z,09:00:00.000Z,17.88541603088379,,,,,,,,,2,,,,900000,,
09:00:00.000Z,09:15:00.000Z,17.88541603088379,,0.3273488,32.5968972,0.3273488,32.5968972,,,,102,,,,900000,,
09:15:00.000Z,09:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
09:30:00.000Z,09:45:00.000Z,17.88541641804638,,,,,,,,,38,,,,900000,,
09:45:00.000Z,10:00:00.000Z,17.885417334773727,,0.3266017,32.6058133,0.3266017,32.6058133,,,,,,,,900000,,
10:00:00.000Z,10:15:00.000Z,32.53931038994112,86.16965174674988,0.3263099,32.5970034,0.3274984,32.6062675,0.6548536717891693,0.7314318418502808,0.5782755017280579,289,,,,284211,219755,
10:15:00.000Z,10:30:00.000Z,17.88541603088379,,,,,,,,,15,,,,900000,,
10:30:00.000Z,10:45:00.000Z,17.88541603088379,,,,,,,,,1,,,,900000,,
10:45:00.000Z,11:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
11:00:00.000Z,11:15:00.000Z,17.885416030883786,,,,,,,,,10,,,,900000,,
11:15:00.000Z,11:30:00.000Z,17.88541603088379,,0.327389,32.5970698,0.3274715,32.5971159,,,,52,,,,900000,,
11:30:00.000Z,11:45:00.000Z,17.88541603088379,,0.3274682,32.5970464,0.3274755,32.5970783,,,,,,,,900000,,
