Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000Z,00:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
00:30:00.000Z,00:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
00:45:00.000Z,01:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
01:00:00.000Z,01:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
01:15:00.000Z,01:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
01:30:00.000Z,01:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
02:45:00.000Z,03:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
03:00:00.000Z,03:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
03:15:00.000Z,03:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
03:30:00.000Z,03:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
03:45:00.000Z,04:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
04:00:00.000Z,04:15:00.000Z,17.88541603088379,,,,,,,,,35,,,,900000,
04:15:00.000Z,04:30:00.000Z,17.88541603088379,,,,,,,,,38,,,,900000,
04:30:00.000Z,04:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
04:45:00.000Z,05:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
05:00:00.000Z,05:15:00.000Z,17.88541603088379,,,,,,,,,219,,,,900000,
05:15:00.000Z,05:30:00.000Z,17.88541603647897,,0.2963964,32.6090223,0.2969902,32.6091396,,,,140,,,,900000,
05:30:00.000Z,05:45:00.000Z,17.885416379173513,,0.2969902,32.6091396,0.2969902,32.6091396,,,,177,,,,581434,
05:45:00.000Z,06:00:00.000Z,32.416185241063616,217.2758674621582,0.2988642,32.6031045,0.2988642,32.6031045,1.055630754821771,1.253464698791504,0.6315315365791321,396,,,,165298,217909
06:00:00.000Z,06:15:00.000Z,17.885414993173963,,0.3161999,32.5931485,0.3274538,32.5970258,,,,163,,,,695060,
06:15:00.000Z,06:30:00.000Z,17.885415363788905,,0.3274276,32.5970141,0.3274276,32.5970141,,,,45,,,,833895,
06:30:00.000Z,06:45:00.000Z,17.885415955570757,,0.3274012,32.5969756,0.3274256,32.5970202,,,,37,,,,900000,
06:45:00.000Z,07:00:00.000Z,17.88541603088379,,,,,,,,,25,,,,900000,
07:00:00.000Z,07:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
07:15:00.000Z,07:30:00.000Z,17.88541603088379,,,,,,,,,21,,,,900000,
07:30:00.000Z,07:45:00.000Z,17.88541603088379,,0.3274718,32.597033,0.3274718,32.597033,,,,18,,,,900000,
07:45:00.000Z,08:00:00.000Z,17.88541603088379,,0.3273914,32.5968868,0.3274719,32.5970326,,,,96,,,,900000,
08:00:00.000Z,08:15:00.000Z,17.88541603088379,,0.3274281,32.5970142,0.3274281,32.5970142,,,,39,,,,900000,
08:15:00.000Z,08:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,
08:30:00.000Z,08:45:00.000Z,17.885416743400807,,,,,,,,,154,,,,900000,
08:45:00.000Z,09:00:00.000Z,37.61981012734371,182.92516032768572,0.3270503,32.5973822,0.3270915,32.6056354,0.864231021216626,1.3288671970367432,0.6301829218864441,341,,,,436123,295944
09:00:00.000Z,09:15:00.000Z,25.40790945619712,84.23186194742586,0.3267106,32.60583,0.3271977,32.6063946,0.6223359171262557,0.9186357855796814,0.33258628845214844,374,,,,787190,112810
09:15:00.000Z,09:30:00.000Z,52.414739251016464,335.33657165608656,0.3261293,32.6068045,0.3265598,32.6070935,0.652749645665484,1.1025816202163696,0.3386419415473938,537,,,,288204,517814
09:30:00.000Z,09:45:00.000Z,37.93728943900343,116.81158828735352,,,,,0.661117611535952,0.9117252826690674,0.3402235805988312,340,,,,196181,300706
09:45:00.000Z,10:00:00.000Z,17.88541630161092,,0.3262964,32.6063717,0.3262964,32.6063717,,,,,,,,656437,
10:00:00.000Z,10:15:00.000Z,26.306661803633844,139.93832731246948,0.3262964,32.6063717,0.3267544,32.6064852,1.0556405226192787,1.2500057220458984,0.9504685401916504,277,,,,502857,126288
