Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
19:30:00.000Z,19:45:00.000Z,17.88541603088379,,,,,,,,,,,,,,,840000,60000,
19:45:00.000Z,20:00:00.000Z,17.88541563474215,,,,,,,,,,,,,,,360000,540000,
20:00:00.000Z,20:15:00.000Z,17.88541574141092,,,,,,,,,,,,,,,660000,240000,
20:15:00.000Z,20:30:00.000Z,17.8854158762339,,,,,,,,,,,,,,,900000,,
20:30:00.000Z,20:45:00.000Z,17.88541615840212,,,,,,,,,,,,,,,660000,240000,
20:45:00.000Z,21:00:00.000Z,17.88541693436472,,,,,,,,,,,,,,,,900000,
21:00:00.000Z,21:15:00.000Z,17.88541693436472,5.236074270557029,,,,,,,,,,,,,,,900000,
21:15:00.000Z,21:30:00.000Z,17.885416205469475,5.610079575596817,,,,,,,,,,,,,,600000,300000,
21:30:00.000Z,21:45:00.000Z,17.88541503574537,5.610079575596817,,,,,,,,,,,,,,,900000,
21:45:00.000Z,22:00:00.000Z,17.88541556648586,5.610079575596817,,,,,,,,,,,,,,480000,420000,
22:00:00.000Z,22:15:00.000Z,17.885415458679198,5.610079575596817,0.2963751,32.6090347,0.2963751,32.6090347,,,,,,,,,,120000,780000,
22:15:00.000Z,22:30:00.000Z,17.885416746139526,5.610079575596817,0.2966639,32.6088815,0.2966639,32.6088815,,,,,,,,,,900000,,
22:30:00.000Z,22:45:00.000Z,17.885416375266182,5.610079575596817,,,,,,,,8,,,,,,60000,,
22:45:00.000Z,23:00:00.000Z,17.88541634877523,5.610079575596817,0.2966639,32.6088815,0.2966639,32.6088815,,,,8,,,,,,,,
23:00:00.000Z,23:15:00.000Z,17.88541634877523,5.610079575596817,,,,,,,,8,,,,,,,,
23:15:00.000Z,23:30:00.000Z,17.88541634877523,5.610079575596817,0.2966,32.60888,0.2966,32.60888,,,,8,,,,,,,,
23:30:00.000Z,23:45:00.000Z,17.88541634877523,5.610079575596817,,,,,,,,8,,,,,,,,
23:45:00.000Z,00:00:00.000Z,17.88541634877523,5.610079575596817,0.2966639,32.6088815,0.2966639,32.6088815,,,,8,,,,,,,,
