Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000Z,00:15:00.000Z,,,,,,,,,,,,,
00:15:00.000Z,00:30:00.000Z,,,,,,,,,,,,,
00:30:00.000Z,00:45:00.000Z,,,,,,,,,,,,,
00:45:00.000Z,01:00:00.000Z,,,,,,,,,,,,,
01:00:00.000Z,01:15:00.000Z,,,0.2966532,32.6088981,0.2966532,32.6088981,,,,,,,
01:15:00.000Z,01:30:00.000Z,,,,,,,,,,,,,
01:30:00.000Z,01:45:00.000Z,,,0.296378,32.6090319,0.296378,32.6090319,,,,,,,
01:45:00.000Z,02:00:00.000Z,,,0.2966532,32.6088981,0.2966532,32.6088981,,,,,,,
02:00:00.000Z,02:15:00.000Z,,,,,,,,,,,,,
02:15:00.000Z,02:30:00.000Z,,,,,,,,,,,,,
02:30:00.000Z,02:45:00.000Z,,,,,,,,,,,,,
02:45:00.000Z,03:00:00.000Z,,,,,,,,,,,,,
03:00:00.000Z,03:15:00.000Z,,,,,,,,,,,,,
03:15:00.000Z,03:30:00.000Z,,,,,,,,,,,,,
03:30:00.000Z,03:45:00.000Z,,,,,,,,,,,,,
03:45:00.000Z,04:00:00.000Z,,,,,,,,,,,,,
04:00:00.000Z,04:15:00.000Z,,,,,,,,,,,,,
04:15:00.000Z,04:30:00.000Z,,,,,,,,,,1,,,
04:30:00.000Z,04:45:00.000Z,,,,,,,,,,13,,,
04:45:00.000Z,05:00:00.000Z,,,,,,,,,,38,,,
05:00:00.000Z,05:15:00.000Z,,,0.3093493,32.6094179,0.3203514,32.617252,,,,47,,,
05:15:00.000Z,05:30:00.000Z,,,0.3208864,32.6175971,0.3301247,32.621963,,,,132,,,
05:30:00.000Z,05:45:00.000Z,,,,,,,,,,33,,,
05:45:00.000Z,06:00:00.000Z,,,0.3448544,32.6474145,0.3455773,32.6478477,,,,27,,,
06:00:00.000Z,06:15:00.000Z,,,0.3455773,32.647766,0.3464403,32.6489524,,,,13,,,
06:15:00.000Z,06:30:00.000Z,,,0.369255,32.6403168,0.3743135,32.6492763,,,,55,,,
06:30:00.000Z,06:45:00.000Z,,,,,,,,,,51,,,
06:45:00.000Z,07:00:00.000Z,,,,,,,,,,51,,,
07:00:00.000Z,07:15:00.000Z,,,,,,,,,,54,,,
07:15:00.000Z,07:30:00.000Z,,,,,,,,,,31,,,
07:30:00.000Z,07:45:00.000Z,,,,,,,,,,22,,,
07:45:00.000Z,08:00:00.000Z,,,0.3690512,32.6408328,0.3690512,32.6408328,,,,3,,,
