Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
00:00:00.000Z,00:15:00.000Z,17.885415694292853,0.0,,,,,,,,,,,,,,,900000,
00:15:00.000Z,00:30:00.000Z,17.885416152239706,0.0,,,,,,,,,,,,,,,300000,600000
00:30:00.000Z,00:45:00.000Z,17.88541638121313,0.0,,,,,0.0,0.0,0.0,,,,,,,,,900000
00:45:00.000Z,01:00:00.000Z,17.88541638121313,0.0,,,,,,,,,,,,,,,,900000
01:00:00.000Z,01:15:00.000Z,17.885416657230188,0.0,,,,,,,,,,,,,,,360000,540000
01:15:00.000Z,01:30:00.000Z,17.88541637767445,0.0,0.2968383,32.6092048,0.2968383,32.6092048,,,,,,,,,,,300000,600000
01:30:00.000Z,01:45:00.000Z,17.88541603088379,0.0,0.2970961,32.6093011,0.2970961,32.6093011,,,,,,,,,,,900000,
01:45:00.000Z,02:00:00.000Z,17.88541603088379,0.0,,,,,,,,,,,,,,,900000,
02:00:00.000Z,02:15:00.000Z,17.88541603088379,0.0,0.2967472,32.6091766,0.2970961,32.6093011,,,,,,,,,,,900000,
02:15:00.000Z,02:30:00.000Z,17.88541603088379,0.0,0.2968119,32.6091986,0.2968119,32.6091986,,,,,,,,,,,900000,
02:30:00.000Z,02:45:00.000Z,17.885414123535156,0.0,0.2970961,32.6093011,0.2970961,32.6093011,,,,0,,,,900000,,,,
02:45:00.000Z,03:00:00.000Z,17.885414123535156,0.0,0.2967224,32.6091679,0.2967763,32.6091896,,,,0,,,,900000,,,,
03:00:00.000Z,03:15:00.000Z,17.885414123535156,0.0,0.2967588,32.6091827,0.2968284,32.6092051,,,,0,,,,900000,,,,
03:15:00.000Z,03:30:00.000Z,17.885414123535156,0.0,,,,,,,,0,,,,900000,,,,
