Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms)
16:15:00.000Z,16:30:00.000Z,17.885415227511313,,0.3457866,32.5968324,0.3529942,32.6102317,,,,17,,,,59544,,,
16:30:00.000Z,16:45:00.000Z,17.885415268610032,,0.3158749,32.5922147,0.3158749,32.5922147,,,,19,,,,51007,,,
16:45:00.000Z,17:00:00.000Z,22.198797099033445,45.37802290916443,0.2966639,32.6088815,0.2966639,32.6088815,0.7380329370498657,0.8366448283195496,0.6394210457801819,474,,,,345414,64685,,
17:00:00.000Z,17:15:00.000Z,17.885414123535156,,,,,,,,,1,,,,900000,,,
17:15:00.000Z,17:30:00.000Z,17.885414123535156,,0.2966639,32.6088815,0.2966639,32.6088815,,,,,,,,900000,,,
17:30:00.000Z,17:45:00.000Z,17.885414123535156,,,,,,,,,17,,,,900000,,,
17:45:00.000Z,18:00:00.000Z,17.885414123535156,,,,,,,,,1,,,,900000,,,
18:00:00.000Z,18:15:00.000Z,17.885414123535156,,,,,,,,,167,,,,900000,,,
18:15:00.000Z,18:30:00.000Z,17.885414123535156,,,,,,,,,8,,,,900000,,,
18:30:00.000Z,18:45:00.000Z,17.885414123535156,,,,,,,,,158,,,,900000,,,
18:45:00.000Z,19:00:00.000Z,17.88541447742248,,,,,,,,,,,,,900000,,,
19:00:00.000Z,19:15:00.000Z,17.885415045612977,,,,,,,,,,,,,900000,,,
19:15:00.000Z,19:30:00.000Z,17.885415045612977,,,,,,,,,9,,,,900000,,,
19:30:00.000Z,19:45:00.000Z,17.885415045612977,,,,,,,,,,,,,900000,,,
19:45:00.000Z,20:00:00.000Z,17.885415947690724,,,,,,,,,7,,,,300000,,540000,60000
20:00:00.000Z,20:15:00.000Z,17.885416848318915,,,,,,,,,,,,,,,,900000
20:15:00.000Z,20:30:00.000Z,17.885416848318915,,,,,,,,,,,,,,,,900000
20:30:00.000Z,20:45:00.000Z,17.88541624886649,,,,,,,,,,,,,,,660000,240000
20:45:00.000Z,21:00:00.000Z,17.88541603088379,,,,,,,,,,,,,,,900000,
21:00:00.000Z,21:15:00.000Z,17.885415431431362,2.7722772277227725,,,,,,,,,,,,,,240000,660000
21:15:00.000Z,21:30:00.000Z,17.885415962764196,2.9702970297029703,,,,,,,,,,,,,,600000,300000
21:30:00.000Z,21:45:00.000Z,17.88541669845581,2.9702970297029703,,,,,,,,,,,,,,60000,840000
21:45:00.000Z,22:00:00.000Z,17.88541580938524,2.9702970297029703,,,,,,,,,,,,,,540000,360000
22:00:00.000Z,22:15:00.000Z,17.885415477137414,2.9702970297029703,,,,,,,,,,,,,,,900000
22:15:00.000Z,22:30:00.000Z,17.88541538924116,2.9702970297029703,,,,,,,,,,,,,,300000,600000
22:30:00.000Z,22:45:00.000Z,17.885415540422713,2.9702970297029703,,,,,,,,,,,,,,540000,360000
22:45:00.000Z,23:00:00.000Z,17.885416793823243,2.9702970297029703,,,,,,,,,,,,,,660000,240000
23:00:00.000Z,23:15:00.000Z,17.885415694292853,2.9702970297029703,,,,,,,,,,,,,,,900000
23:15:00.000Z,23:30:00.000Z,17.885415694292853,2.9702970297029703,,,,,,,,,,,,,,,900000
23:30:00.000Z,23:45:00.000Z,17.885416517070695,2.9702970297029703,,,,,,,,,,,,,,660000,240000
23:45:00.000Z,00:00:00.000Z,17.885416816262637,2.9702970297029703,,,,,,,,,,,,,,900000,
