Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000Z,00:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
00:15:00.000Z,00:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
00:30:00.000Z,00:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
00:45:00.000Z,01:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
01:00:00.000Z,01:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
01:15:00.000Z,01:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
01:30:00.000Z,01:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
01:45:00.000Z,02:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
02:00:00.000Z,02:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
02:15:00.000Z,02:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
02:30:00.000Z,02:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
02:45:00.000Z,03:00:00.000Z,17.88541603088379,,,,,,,,,1,,,,900000,,
03:00:00.000Z,03:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
03:15:00.000Z,03:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
03:30:00.000Z,03:45:00.000Z,17.88541603088379,,,,,,,,,69,,,,900000,,
03:45:00.000Z,04:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:00:00.000Z,04:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:15:00.000Z,04:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:30:00.000Z,04:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
04:45:00.000Z,05:00:00.000Z,17.88541603088379,,0.2968695,32.6087567,0.2968695,32.6087567,,,,,,,,900000,,
05:00:00.000Z,05:15:00.000Z,17.88541603088379,,0.2963973,32.6090264,0.2963973,32.6090264,,,,20,,,,900000,,
05:15:00.000Z,05:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
05:30:00.000Z,05:45:00.000Z,17.885415802043514,,,,,,,,,,,,,900000,,
05:45:00.000Z,06:00:00.000Z,17.885415263609957,,0.2964111,32.6089515,0.2964111,32.6089515,,,,,,,,900000,,
06:00:00.000Z,06:15:00.000Z,24.791878792176302,208.4356749846486,,,,,6.247135162353516,6.247135162353516,6.247135162353516,84,,,,866635,,33365
06:15:00.000Z,06:30:00.000Z,57.24662618866212,336.03359209092815,0.2966896,32.6075856,0.2998667,32.6090996,0.7303018351820914,2.1371266841888428,0.5152369737625122,226,,,,643147,98398,158455
06:30:00.000Z,06:45:00.000Z,29.4858340452013,100.1630006290311,0.2977517,32.5936518,0.3161629,32.6102433,0.6869759316243351,1.0258413553237915,0.27242130041122437,124,,,,139427,173964,
06:45:00.000Z,07:00:00.000Z,53.35023356168052,600.2160475343447,0.3273933,32.5968764,0.327446,32.5970526,0.8497241116478014,1.2997075319290161,0.5216977000236511,1018,,,,154688,531843,
07:00:00.000Z,07:15:00.000Z,17.88541603088379,,,,,,,,,20,,,,900000,,
07:15:00.000Z,07:30:00.000Z,17.88541603088379,,,,,,,,,20,,,,900000,,
07:30:00.000Z,07:45:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
07:45:00.000Z,08:00:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
08:00:00.000Z,08:15:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
08:15:00.000Z,08:30:00.000Z,17.88541603088379,,,,,,,,,,,,,900000,,
08:30:00.000Z,08:45:00.000Z,17.88541603088379,,0.3274282,32.5971045,0.3274986,32.59713,,,,,,,,900000,,
08:45:00.000Z,09:00:00.000Z,17.88541603088379,,0.32744,32.5970753,0.32744,32.5970753,,,,,,,,900000,,
09:00:00.000Z,09:15:00.000Z,17.88541603088379,,0.3274647,32.5970434,0.3274769,32.5970503,,,,,,,,900000,,
09:15:00.000Z,09:30:00.000Z,17.88541603088379,,,,,,,,,12,,,,900000,,
09:30:00.000Z,09:45:00.000Z,17.88541603088379,,,,,,,,,27,,,,900000,,
09:45:00.000Z,10:00:00.000Z,17.885415989092248,,,,,,,,,,,,,900000,,
10:00:00.000Z,10:15:00.000Z,17.8854157877338,,,,,,,,,,,,,900000,,
10:15:00.000Z,10:30:00.000Z,17.885415961200287,,0.3274761,32.5970374,0.3274761,32.5970374,,,,108,,,,691648,,
10:30:00.000Z,10:45:00.000Z,36.025537408114445,141.82093447091376,,,,,0.4993646649855707,1.0657074451446533,0.3386419713497162,415,,,,84328,272036,
